accd,accddescr,amtcr,amtdr,branchid,branchname,cheqdt,cheqno,co,idn,narr,p_r,runbal,subcode,subdescr,tt,type,vrdt,vrno,acc_year,date_from,date_to
62,CLIENTS,178803.85,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,208360,Obligation For: 2223158W [Equities] Trade Date 17/11/22,,192130.91,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-20T18:30:00Z,V223158,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,203509.01,HO,Branch [HO],1899-12-31T18:30:00Z,,02,203289,Obligation For: 2223159W [Equities] Trade Date 18/11/22,,-11378.1,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-21T18:30:00Z,V223159,2223,01-04-2022,31-03-2023
62,CLIENTS,11378.1,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,202365,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-11-21T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,14893.85,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,204678,Obligation For: 2223660M [Equities] Trade Date 22/11/22,,14893.85,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-22T18:30:00Z,V223660,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,12142.22,HO,Branch [HO],1899-12-31T18:30:00Z,,02,210988,Obligation For: 2223160W [Equities] Trade Date 21/11/22,,2751.63,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-22T18:30:00Z,V223160,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,50580.11,HO,Branch [HO],1899-12-31T18:30:00Z,,02,204413,Obligation For: 2223161W [Equities] Trade Date 22/11/22,,-47828.48,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-23T18:30:00Z,V223161,2223,01-04-2022,31-03-2023
62,CLIENTS,47828.48,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,204711,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-11-23T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,6640.69,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,205155,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,6640.69,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-11-24T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,6640.69,HO,Branch [HO],1899-12-31T18:30:00Z,,02,223272,Obligation For: 2223162W [Equities] Trade Date 23/11/22,,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-24T18:30:00Z,V223162,2223,01-04-2022,31-03-2023
62,CLIENTS,23567.51,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,211886,Obligation For: 2223666M [Equities] Trade Date 30/11/22,,23567.51,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-30T18:30:00Z,V223666,2223,01-04-2022,31-03-2023
62,CLIENTS,19375.56,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,212578,Obligation For: 2223667M [Equities] Trade Date 01/12/22,,42943.07,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-01T18:30:00Z,V223667,2223,01-04-2022,31-03-2023
62,CLIENTS,25000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,211941,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",,67943.07,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-01T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
62,CLIENTS,19146.39,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,211646,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,87089.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-01T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,62089.46,HO,Branch [HO],1899-12-31T18:30:00Z,,02,211742,Obligation For: 2223167W [Equities] Trade Date 30/11/22,,25000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-01T18:30:00Z,V223167,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,32030.45,HO,Branch [HO],1899-12-31T18:30:00Z,,02,212266,Obligation For: 2223168W [Equities] Trade Date 01/12/22,,-7030.45,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-04T18:30:00Z,V223168,2223,01-04-2022,31-03-2023
62,CLIENTS,7030.45,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,215062,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-04T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,23655.13,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,215046,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,23655.13,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-05T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,16624.68,HO,Branch [HO],1899-12-31T18:30:00Z,,02,215367,Obligation For: 2223169W [Equities] Trade Date 02/12/22,,7030.45,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-05T18:30:00Z,V223169,2223,01-04-2022,31-03-2023
62,CLIENTS,118984.84,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,216240,Obligation For: 2223170W [Equities] Trade Date 05/12/22,,126015.29,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-06T18:30:00Z,V223170,2223,01-04-2022,31-03-2023
62,CLIENTS,42798.62,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,216417,Obligation For: 2223670M [Equities] Trade Date 06/12/22,,168813.91,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-06T18:30:00Z,V223670,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,93617.96,HO,Branch [HO],1899-12-31T18:30:00Z,,02,216516,Obligation For: 2223171W [Equities] Trade Date 06/12/22,,75195.95,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-07T18:30:00Z,V223171,2223,01-04-2022,31-03-2023
62,CLIENTS,38819.99,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,217598,Obligation For: 2223172W [Equities] Trade Date 07/12/22,,114015.94,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-08T18:30:00Z,V223172,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,33432.65,HO,Branch [HO],1899-12-31T18:30:00Z,,02,218979,Obligation For: 2223672M [Equities] Trade Date 08/12/22,,80583.29,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-08T18:30:00Z,V223672,2223,01-04-2022,31-03-2023
62,CLIENTS,55405.88,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,219133,Obligation For: 2223674M [Equities] Trade Date 12/12/22,,135989.17,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-12T18:30:00Z,V223674,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,95116.71,HO,Branch [HO],1899-12-31T18:30:00Z,,02,297560,Obligation For: 2223675M [Equities] Trade Date 13/12/22,,40872.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-13T18:30:00Z,V223675,2223,01-04-2022,31-03-2023
62,CLIENTS,10000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,220697,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",,50872.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-14T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,41035.36,HO,Branch [HO],1899-12-31T18:30:00Z,,02,223847,Obligation For: 2223177W [Equities] Trade Date 14/12/22,,9837.1,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-15T18:30:00Z,V223177,2223,01-04-2022,31-03-2023
62,CLIENTS,7761.61,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,222356,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,17598.71,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-18T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,17598.71,HO,Branch [HO],1899-12-31T18:30:00Z,,02,224865,Obligation For: 2223678M [Equities] Trade Date 16/12/22,,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-18T18:30:00Z,V223678,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,17170.77,HO,Branch [HO],1899-12-31T18:30:00Z,,02,224590,Obligation For: 2223679M [Equities] Trade Date 19/12/22,,-17170.77,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-19T18:30:00Z,V223679,2223,01-04-2022,31-03-2023
62,CLIENTS,30243.71,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,223133,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,13072.94,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-19T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,100000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,225148,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",,113072.94,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-19T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,13072.94,HO,Branch [HO],1899-12-31T18:30:00Z,,02,224748,Obligation For: 2223179W [Equities] Trade Date 16/12/22,,100000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-19T18:30:00Z,V223179,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,122575.66,HO,Branch [HO],1899-12-31T18:30:00Z,,02,224387,Obligation For: 2223180W [Equities] Trade Date 19/12/22,,-22575.66,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-20T18:30:00Z,V223180,2223,01-04-2022,31-03-2023
62,CLIENTS,75000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,225530,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",,52424.34,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-20T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,22575.66,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,225522,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,75000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-20T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,51031.76,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,226762,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,126031.76,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-21T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,100000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,226766,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",,226031.76,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-21T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,46832.95,HO,Branch [HO],1899-12-31T18:30:00Z,,02,227393,Obligation For: 2223681M [Equities] Trade Date 21/12/22,,179198.81,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-21T18:30:00Z,V223681,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,79198.81,HO,Branch [HO],1899-12-31T18:30:00Z,,02,225568,Obligation For: 2223181W [Equities] Trade Date 20/12/22,,100000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-21T18:30:00Z,V223181,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,94304.52,HO,Branch [HO],1899-12-31T18:30:00Z,,02,227231,Obligation For: 2223182W [Equities] Trade Date 21/12/22,,5695.48,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-22T18:30:00Z,V223182,2223,01-04-2022,31-03-2023
62,CLIENTS,50000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,227493,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",,55695.48,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-22T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,103793.37,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,228725,Obligation For: 2223683M [Equities] Trade Date 23/12/22,,159488.85,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-25T18:30:00Z,V223683,2223,01-04-2022,31-03-2023
62,CLIENTS,16009.15,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,228604,Obligation For: 2223184W [Equities] Trade Date 23/12/22,,175498.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-26T18:30:00Z,V223184,2223,01-04-2022,31-03-2023
62,CLIENTS,242916.75,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,228899,Obligation For: 2223185W [Equities] Trade Date 26/12/22,,418414.75,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-27T18:30:00Z,V223185,2223,01-04-2022,31-03-2023
62,CLIENTS,18000.64,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,229963,Obligation For: 2223685M [Equities] Trade Date 27/12/22,,436415.39,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-27T18:30:00Z,V223685,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,230000.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,229465,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,206415.39,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-27T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,130000.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,230499,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,76415.39,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-28T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,89444.77,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,230577,Obligation For: 2223686M [Equities] Trade Date 28/12/22,,165860.16,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-28T18:30:00Z,V223686,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,62734.91,HO,Branch [HO],1899-12-31T18:30:00Z,,02,230646,Obligation For: 2223187W [Equities] Trade Date 28/12/22,,103125.25,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-29T18:30:00Z,V223187,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,125301.83,HO,Branch [HO],1899-12-31T18:30:00Z,,02,231290,Obligation For: 2223188W [Equities] Trade Date 29/12/22,,-22176.58,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-01T18:30:00Z,V223188,2223,01-04-2022,31-03-2023
62,CLIENTS,22176.58,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,232696,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-01T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,20000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,232729,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",,20000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-01T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,73656.84,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,234955,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,93656.84,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-03T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,93656.84,HO,Branch [HO],1899-12-31T18:30:00Z,,02,234404,Obligation For: 2223190W [Equities] Trade Date 02/01/23,,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-03T18:30:00Z,V223190,2223,01-04-2022,31-03-2023
62,CLIENTS,37929.26,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,235469,Obligation For: 2223191W [Equities] Trade Date 03/01/23,,37929.26,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-04T18:30:00Z,V223191,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,489804.6,HO,Branch [HO],2023-01-05T18:30:00Z,,02,4431,,P,-451875.34,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BC,C,2023-01-05T18:30:00Z,P/00077,2223,01-04-2022,31-03-2023
62,CLIENTS,364348.03,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,237506,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,-87527.31,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-05T18:30:00Z,IE00005,2223,01-04-2022,31-03-2023
62,CLIENTS,43523.15,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,237077,Obligation For: 2223692M [Equities] Trade Date 05/01/23,,-44004.16,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-05T18:30:00Z,V223692,2223,01-04-2022,31-03-2023
62,CLIENTS,44004.16,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,237690,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-06T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,500000.0,0.0,HO,Branch [HO],2023-01-08T18:30:00Z,RTGS,02,4471,,R,500000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BC,C,2023-01-08T18:30:00Z,R/00013,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,7242.49,HO,Branch [HO],1899-12-31T18:30:00Z,,02,238176,"		Inter Segment Balance Transfer From BSE   To   NFO
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,492757.51,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-08T18:30:00Z,IE00005,2223,01-04-2022,31-03-2023
62,CLIENTS,44004.16,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,237881,Obligation For: 2223693M [Equities] Trade Date 06/01/23,,536761.67,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-08T18:30:00Z,V223693,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,400000.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,238190,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,136761.67,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-09T18:30:00Z,IE00004,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,7242.49,HO,Branch [HO],1899-12-31T18:30:00Z,,02,238164,"		Inter Segment Balance Transfer From BSE   To   NFO
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,129519.18,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-09T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,49364.74,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,238857,Obligation For: 2223695M [Equities] Trade Date 10/01/23,,178883.92,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-10T18:30:00Z,V223695,2223,01-04-2022,31-03-2023
62,CLIENTS,126525.05,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,239702,Obligation For: 2223197W [Equities] Trade Date 11/01/23,,305408.97,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-12T18:30:00Z,V223197,2223,01-04-2022,31-03-2023
62,CLIENTS,68921.75,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,240323,Obligation For: 2223198W [Equities] Trade Date 12/01/23,,374330.72,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-15T18:30:00Z,V223198,2223,01-04-2022,31-03-2023
62,CLIENTS,8435.74,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,242755,Obligation For: 2223699M [Equities] Trade Date 16/01/23,,382766.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-16T18:30:00Z,V223699,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,158565.78,HO,Branch [HO],1899-12-31T18:30:00Z,,02,242647,Obligation For: 2223200W [Equities] Trade Date 16/01/23,,224200.68,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-17T18:30:00Z,V223200,2223,01-04-2022,31-03-2023
62,CLIENTS,11953.97,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,243868,Obligation For: 2223701M [Equities] Trade Date 18/01/23,,236154.65,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-18T18:30:00Z,V223701,2223,01-04-2022,31-03-2023
62,CLIENTS,13654.77,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,245971,Obligation For: 2223702M [Equities] Trade Date 19/01/23,,249809.42,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-19T18:30:00Z,V223702,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,48845.88,HO,Branch [HO],1899-12-31T18:30:00Z,,02,245617,Obligation For: 2223203W [Equities] Trade Date 19/01/23,,200963.54,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-22T18:30:00Z,V223203,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,47246.35,HO,Branch [HO],1899-12-31T18:30:00Z,,02,245699,Obligation For: 2223204W [Equities] Trade Date 20/01/23,,153717.19,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-23T18:30:00Z,V223204,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,31.66,HO,Branch [HO],1899-12-31T18:30:00Z,,02,247048,Obligation For: 2223704M [Equities] Trade Date 23/01/23,,153685.53,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-23T18:30:00Z,V223704,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,18565.52,HO,Branch [HO],1899-12-31T18:30:00Z,,02,250706,Obligation For: 2223705M [Equities] Trade Date 24/01/23,,135120.01,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-24T18:30:00Z,V223705,2223,01-04-2022,31-03-2023
62,CLIENTS,279556.64,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,250240,Obligation For: 2223707M [Equities] Trade Date 27/01/23,,414676.65,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-29T18:30:00Z,V223707,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,200000.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,249726,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,214676.65,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-29T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,17541.56,HO,Branch [HO],1899-12-31T18:30:00Z,,02,256725,Obligation For: 2223708M [Equities] Trade Date 30/01/23,,197135.09,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-30T18:30:00Z,V223708,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,91969.53,HO,Branch [HO],1899-12-31T18:30:00Z,,02,260730,Obligation For: 2223709M [Equities] Trade Date 31/01/23,,105165.56,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-31T18:30:00Z,V223709,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,249948.65,HO,Branch [HO],1899-12-31T18:30:00Z,,02,260987,Obligation For: 2223710M [Equities] Trade Date 01/02/23,,-144783.09,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-02-01T18:30:00Z,V223710,2223,01-04-2022,31-03-2023
62,CLIENTS,144783.09,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,252800,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-02-01T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,209938.13,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,253211,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,209938.13,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-02-02T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,209782.08,HO,Branch [HO],1899-12-31T18:30:00Z,,02,257977,Obligation For: 2223711M [Equities] Trade Date 02/02/23,,156.05,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-02-02T18:30:00Z,V223711,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,156.05,HO,Branch [HO],1899-12-31T18:30:00Z,,02,252891,Obligation For: 2023005O [BSE] Trade Date 02/02/23,,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-02-02T18:30:00Z,V023005,2223,01-04-2022,31-03-2023
62,CLIENTS,25000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,253662,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",,25000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-02-05T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
62,CLIENTS,500000.0,0.0,HO,Branch [HO],2023-02-06T18:30:00Z,RTGS,02,5909,,R,525000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BC,C,2023-02-06T18:30:00Z,R/00011,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,400000.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,255508,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,125000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-02-06T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
